"MatchToPred","MatchToPrey","Pred","Prey","Year","Date","Site","Area","CensusID","ObservationType","Counter","PredSize","PreySize","EstimatedPreySize","Drilling","DayNight","TideZone","PossibleChaemoPred","ObsComment","Temp","N","ConLevel","Window","Type","logIntC","logPredSizeC","logPreySizeC","logTempC","IntC","PredSizeC","PreySizeC","TempC","R2","Sigma","Pvalue","htime"
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_01",255,"Systematic Census","Paine",33,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_01",255,"Systematic Census","Paine",43,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_01",255,"Systematic Census","Paine",36,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/29/04","CharlestonJoyceBay","Area_02",181,"Systematic Census","Mark_Novak",14,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_04",262,"Systematic Census","Paine",26.5,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_01",255,"Systematic Census","Paine",41.3,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/29/04","CharlestonJoyceBay","Area_02",181,"Systematic Census","Mark_Novak",16,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_01",255,"Systematic Census","Paine",34.6,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_02",256,"Systematic Census","Paine",47.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_02",256,"Systematic Census","Paine",30,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_02",256,"Systematic Census","Paine",33.8,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_02",256,"Systematic Census","Paine",44.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_02",256,"Systematic Census","Paine",25.6,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/29/04","CharlestonJoyceBay","Area_02",181,"Systematic Census","Mark_Novak",20,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_03",187,"Systematic Census","Mark_Novak",20,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_02",186,"Systematic Census","Mark_Novak",30,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_01",255,"Systematic Census","Paine",39.3,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_03",187,"Systematic Census","Mark_Novak",16,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_01",255,"Systematic Census","Paine",23,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_03",187,"Systematic Census","Mark_Novak",13,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_03",187,"Systematic Census","Mark_Novak",17,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_03",187,"Systematic Census","Mark_Novak",18,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_03",187,"Systematic Census","Mark_Novak",12,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_03",187,"Systematic Census","Mark_Novak",12,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_03",187,"Systematic Census","Mark_Novak",16,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_01",255,"Systematic Census","Paine",26.7,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_01",255,"Systematic Census","Paine",38,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_01",255,"Systematic Census","Paine",31.8,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_02",256,"Systematic Census","Paine",39,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_03",187,"Systematic Census","Mark_Novak",16,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",37.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",31,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",34.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",31,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",31,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",25,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",42,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",39.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",40.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",31.3,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",48.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",33,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",31.7,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",30,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",22.4,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",30,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",34.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",39.8,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",33.3,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",49.2,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",24,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",18,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",23,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",20.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",40.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_03",187,"Systematic Census","Mark_Novak",15,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/6/04","Leigh - Waterfall Rocks","Area_05",105,"Systematic Census","Mark_Novak",30,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",2004,"6/30/04","CharlestonJoyceBay","Area_03",187,"Systematic Census","Mark_Novak",20,0,FALSE,FALSE,"Night","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",39.9,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/8/69","Red Beach - Whangaparaoa","Area_01",255,"Systematic Census","Paine",28.3,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",33.2,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",39.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",35.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",44.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",40.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",43.2,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",26.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",27.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",34,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",27,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",27.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",43.2,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",39.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",34,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",20.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",42,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",39.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",40.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",24.8,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",42,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",31.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",35.9,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",43.7,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",38.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",34.6,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",38.9,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",39.1,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",23.4,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",37.7,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"Haustrum haustorium","Not Feeding",1969,"3/21/69","Red Beach - Whangaparaoa","Area_01",259,"Systematic Census","Paine",43.5,0,FALSE,FALSE,"Day","General_Unspecified",FALSE,"",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
