"Date","Site","Zone","Quad_Size","Quad","Species","Count","Year","Density"
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,12,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,13,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,14,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #1 - Unspecified",0.09,15,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,1,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,2,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,3,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,4,"Diloma aethiops",1,1969,11.1111111111111
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,5,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,6,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,7,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,8,"Diloma aethiops",1,1969,11.1111111111111
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,9,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,10,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,11,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,12,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,13,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,14,"Diloma aethiops",0,1969,0
"21-Mar-69","Red Beach - Whangaparaoa","Transect #2 - Unspecified",0.09,15,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,1,"Diloma aethiops",4,1969,44.4444444444444
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,2,"Diloma aethiops",25,1969,277.777777777778
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,3,"Diloma aethiops",17,1969,188.888888888889
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,4,"Diloma aethiops",17,1969,188.888888888889
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,5,"Diloma aethiops",8,1969,88.8888888888889
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,6,"Diloma aethiops",2,1969,22.2222222222222
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,7,"Diloma aethiops",17,1969,188.888888888889
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,8,"Diloma aethiops",18,1969,200
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,9,"Diloma aethiops",14,1969,155.555555555556
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,10,"Diloma aethiops",14,1969,155.555555555556
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,11,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,12,"Diloma aethiops",1,1969,11.1111111111111
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,13,"Diloma aethiops",10,1969,111.111111111111
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,14,"Diloma aethiops",3,1969,33.3333333333333
"10-May-69","Whangarei","Area I - 0.5ft below oysters",0.09,15,"Diloma aethiops",1,1969,11.1111111111111
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,1,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,2,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,3,"Diloma aethiops",6,1969,66.6666666666667
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,4,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,5,"Diloma aethiops",2,1969,22.2222222222222
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,6,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,7,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,8,"Diloma aethiops",4,1969,44.4444444444444
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,9,"Diloma aethiops",2,1969,22.2222222222222
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,10,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,11,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,12,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,13,"Diloma aethiops",2,1969,22.2222222222222
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,14,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - near bottom of oysters",0.09,15,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,1,"Diloma aethiops",3,1969,33.3333333333333
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,2,"Diloma aethiops",2,1969,22.2222222222222
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,3,"Diloma aethiops",1,1969,11.1111111111111
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,4,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,5,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,6,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,7,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,8,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,9,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,10,"Diloma aethiops",3,1969,33.3333333333333
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,11,"Diloma aethiops",3,1969,33.3333333333333
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,12,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,13,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,14,"Diloma aethiops",0,1969,0
"10-May-69","Whangarei","Area I - diagonally across oysters",0.09,15,"Diloma aethiops",2,1969,22.2222222222222
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,1,"Diloma aethiops",0,2004,0
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,2,"Diloma aethiops",1,2004,11.1111111111111
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,3,"Diloma aethiops",1,2004,11.1111111111111
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,4,"Diloma aethiops",0,2004,0
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,5,"Diloma aethiops",0,2004,0
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,6,"Diloma aethiops",3,2004,33.3333333333333
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,7,"Diloma aethiops",0,2004,0
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,8,"Diloma aethiops",0,2004,0
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,9,"Diloma aethiops",0,2004,0
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,10,"Diloma aethiops",0,2004,0
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,11,"Diloma aethiops",0,2004,0
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,12,"Diloma aethiops",0,2004,0
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,13,"Diloma aethiops",0,2004,0
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,14,"Diloma aethiops",1,2004,11.1111111111111
"8-Jun-04","Leigh - Waterfall Rocks","~25 cm above Xiphophora (brown algae) zone",0.09,15,"Diloma aethiops",1,2004,11.1111111111111
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,1,"Diloma aethiops",0,2004,0
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,2,"Diloma aethiops",3,2004,33.3333333333333
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,3,"Diloma aethiops",3,2004,33.3333333333333
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,4,"Diloma aethiops",5,2004,55.5555555555556
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,5,"Diloma aethiops",0,2004,0
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,6,"Diloma aethiops",0,2004,0
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,7,"Diloma aethiops",6,2004,66.6666666666667
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,8,"Diloma aethiops",2,2004,22.2222222222222
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,9,"Diloma aethiops",8,2004,88.8888888888889
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,10,"Diloma aethiops",2,2004,22.2222222222222
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,11,"Diloma aethiops",4,2004,44.4444444444444
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,12,"Diloma aethiops",5,2004,55.5555555555556
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,13,"Diloma aethiops",2,2004,22.2222222222222
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,14,"Diloma aethiops",3,2004,33.3333333333333
"10-Jun-04","Red Beach - Whangaparaoa","Oyster Level",0.09,15,"Diloma aethiops",1,2004,11.1111111111111
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,1,"Diloma aethiops",0,2004,0
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,2,"Diloma aethiops",0,2004,0
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,3,"Diloma aethiops",0,2004,0
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,4,"Diloma aethiops",0,2004,0
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,5,"Diloma aethiops",1,2004,11.1111111111111
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,6,"Diloma aethiops",2,2004,22.2222222222222
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,7,"Diloma aethiops",4,2004,44.4444444444444
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,8,"Diloma aethiops",3,2004,33.3333333333333
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,9,"Diloma aethiops",0,2004,0
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,10,"Diloma aethiops",0,2004,0
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,11,"Diloma aethiops",3,2004,33.3333333333333
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,12,"Diloma aethiops",2,2004,22.2222222222222
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,13,"Diloma aethiops",0,2004,0
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,14,"Diloma aethiops",0,2004,0
"11-Jun-04","Rangitoto Island - Whites Beach","Oyster Level",0.09,15,"Diloma aethiops",2,2004,22.2222222222222
"15-Jun-04","Castle Point","Midshore",0.09,1,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,2,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,3,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,4,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,5,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,6,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,7,"Diloma aethiops",2,2004,22.2222222222222
"15-Jun-04","Castle Point","Midshore",0.09,8,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,9,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,10,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,11,"Diloma aethiops",1,2004,11.1111111111111
"15-Jun-04","Castle Point","Midshore",0.09,12,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,13,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,14,"Diloma aethiops",0,2004,0
"15-Jun-04","Castle Point","Midshore",0.09,15,"Diloma aethiops",0,2004,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,1,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,2,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,3,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,4,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,5,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,6,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,7,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,8,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,9,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,10,"Cellana radians",1,1969,11.1111111111111
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,11,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,12,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,13,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,14,"Cellana radians",1,1969,11.1111111111111
"5-Mar-69","Rangitoto Island - Whites Beach","Oyster Zone",0.09,15,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,1,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,2,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,3,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,4,"Cellana radians",2,1969,22.2222222222222
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,5,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,6,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,7,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,8,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,9,"Cellana radians",1,1969,11.1111111111111
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,10,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,11,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,12,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,13,"Cellana radians",2,1969,22.2222222222222
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,14,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Below Oyster Zone (+2.4ft)",0.09,15,"Cellana radians",5,1969,55.5555555555556
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,1,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,2,"Cellana radians",1,1969,11.1111111111111
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,3,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,4,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,5,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,6,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,7,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,8,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,9,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,10,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,11,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,12,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,13,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,14,"Cellana radians",0,1969,0
"5-Mar-69","Rangitoto Island - Whites Beach","Low Zone (+1.6ft)",0.09,15,"Cellana radians",1,1969,11.1111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,1,"Cellana radians",23,1969,255.555555555556
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,2,"Cellana radians",19,1969,211.111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,3,"Cellana radians",12,1969,133.333333333333
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,4,"Cellana radians",11,1969,122.222222222222
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,5,"Cellana radians",18,1969,200
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,6,"Cellana radians",19,1969,211.111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,7,"Cellana radians",19,1969,211.111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,8,"Cellana radians",10,1969,111.111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,9,"Cellana radians",37,1969,411.111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,10,"Cellana radians",9,1969,100
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,11,"Cellana radians",3,1969,33.3333333333333
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,12,"Cellana radians",12,1969,133.333333333333
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,13,"Cellana radians",21,1969,233.333333333333
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,14,"Cellana radians",13,1969,144.444444444444
"7-Mar-69","Leigh - Waterfall Rocks","Transect #1 - Lowest level of C. ornata",0.09,15,"Cellana radians",6,1969,66.6666666666667
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,1,"Cellana radians",27,1969,300
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,2,"Cellana radians",9,1969,100
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,3,"Cellana radians",18,1969,200
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,4,"Cellana radians",15,1969,166.666666666667
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,5,"Cellana radians",9,1969,100
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,6,"Cellana radians",10,1969,111.111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,7,"Cellana radians",4,1969,44.4444444444444
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,8,"Cellana radians",14,1969,155.555555555556
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,9,"Cellana radians",8,1969,88.8888888888889
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,10,"Cellana radians",27,1969,300
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,11,"Cellana radians",38,1969,422.222222222222
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,12,"Cellana radians",23,1969,255.555555555556
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,13,"Cellana radians",10,1969,111.111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,14,"Cellana radians",12,1969,133.333333333333
"7-Mar-69","Leigh - Waterfall Rocks","Transect#2 - 1ft above Xiphora - compare this one",0.09,15,"Cellana radians",5,1969,55.5555555555556
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,1,"Cellana radians",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,2,"Cellana radians",3,1969,33.3333333333333
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,3,"Cellana radians",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,4,"Cellana radians",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,5,"Cellana radians",1,1969,11.1111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,6,"Cellana radians",1,1969,11.1111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,7,"Cellana radians",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,8,"Cellana radians",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,9,"Cellana radians",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,10,"Cellana radians",1,1969,11.1111111111111
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,11,"Cellana radians",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,12,"Cellana radians",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,13,"Cellana radians",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,14,"Cellana radians",0,1969,0
"7-Mar-69","Leigh - Waterfall Rocks","Transect #3 - 1ft above Xiphora",0.09,15,"Cellana radians",1,1969,11.1111111111111
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,1,"Cellana radians",13,1969,144.444444444444
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,2,"Cellana radians",11,1969,122.222222222222
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,3,"Cellana radians",4,1969,44.4444444444444
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,4,"Cellana radians",11,1969,122.222222222222
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,5,"Cellana radians",17,1969,188.888888888889
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,6,"Cellana radians",8,1969,88.8888888888889
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,7,"Cellana radians",7,1969,77.7777777777778
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,8,"Cellana radians",2,1969,22.2222222222222
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,9,"Cellana radians",8,1969,88.8888888888889
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,10,"Cellana radians",1,1969,11.1111111111111
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,11,"Cellana radians",8,1969,88.8888888888889
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,12,"Cellana radians",10,1969,111.111111111111
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,13,"Cellana radians",29,1969,322.222222222222
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,14,"Cellana radians",17,1969,188.888888888889
"7-Mar-69","Leigh - Caves","Transect #4 - 1ft above low water",0.09,15,"Cellana radians",12,1969,133.333333333333
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,1,"Cellana radians",3,1969,33.3333333333333
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,2,"Cellana radians",1,1969,11.1111111111111
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,3,"Cellana radians",9,1969,100
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,4,"Cellana radians",12,1969,133.333333333333
"7-Mar-69","Leigh - Caves","Transect #5 - 2ft above low water",0.09,5,"Cellana radians",23,1969,255.555555555556
